state,action,reward
[ 0.07  0.18 -0.02 -0.32],0.0,8.66265679950374
[ 0.08 -0.02 -0.03 -0.03],1.0,8.51406311055971
[ 0.08  0.18 -0.03 -0.33],1.0,8.348959011733012
[ 0.08  0.38 -0.04 -0.63],0.0,8.165510013036679
[ 0.09  0.18 -0.05 -0.35],0.0,7.961677792262976
[ 0.09 -0.01 -0.06 -0.08],0.0,7.7351975469588625
[ 0.09 -0.21 -0.06  0.2 ],0.0,7.4835528299542915
[ 0.09 -0.4  -0.05  0.47],1.0,7.203947588838101
[ 0.08 -0.21 -0.04  0.16],0.0,6.893275098709001
[ 0.08 -0.4  -0.04  0.44],1.0,6.548083443010001
[ 0.07 -0.2  -0.03  0.14],1.0,6.164537158900001
[ 0.06 -0.01 -0.03 -0.16],1.0,5.738374621000001
[ 0.06  0.19 -0.03 -0.47],1.0,5.264860690000001
[ 0.07  0.38 -0.04 -0.77],1.0,4.7387341
[ 0.07  0.58 -0.06 -1.07],0.0,4.154149
[ 0.09  0.38 -0.08 -0.8 ],1.0,3.50461
[ 0.09  0.58 -0.09 -1.11],1.0,2.7829
[ 0.11  0.78 -0.12 -1.44],0.0,1.981
[ 0.12  0.58 -0.14 -1.18],1.0,1.09
[ 0.13  0.78 -0.17 -1.52],1.0,0.09999999999999998
[ 0.15  0.98 -0.2  -1.86],1.0,-1.0
[-0.01 -0.02  0.04  0.05],1.0,9.481885843302916
[-0.01  0.17  0.04 -0.23],0.0,9.424317603669905
[-0.01 -0.02  0.03  0.07],1.0,9.360352892966562
[-0.01  0.17  0.03 -0.21],0.0,9.289280992185068
[-0.   -0.02  0.03  0.09],1.0,9.210312213538964
[-0.    0.17  0.03 -0.19],1.0,9.122569126154405
[-0.    0.37  0.03 -0.47],0.0,9.025076806838227
[ 0.01  0.17  0.02 -0.17],0.0,8.91675200759803
[ 0.01 -0.02  0.02  0.13],0.0,8.796391119553366
[ 0.01 -0.22  0.02  0.42],0.0,8.66265679950374
[ 0.01 -0.41  0.03  0.72],0.0,8.51406311055971
[-0.   -0.61  0.04  1.02],1.0,8.348959011733012
[-0.01 -0.42  0.06  0.74],0.0,8.165510013036679
[-0.02 -0.61  0.08  1.06],1.0,7.961677792262976
[-0.04 -0.42  0.1   0.79],1.0,7.7351975469588625
[-0.04 -0.22  0.11  0.53],1.0,7.4835528299542915
[-0.05 -0.03  0.12  0.27],1.0,7.203947588838101
[-0.05  0.16  0.13  0.02],0.0,6.893275098709001
[-0.05 -0.03  0.13  0.35],1.0,6.548083443010001
[-0.05  0.16  0.14  0.1 ],1.0,6.164537158900001
[-0.04  0.35  0.14 -0.15],0.0,5.738374621000001
[-0.04  0.16  0.14  0.19],0.0,5.264860690000001
[-0.03 -0.04  0.14  0.52],1.0,4.7387341
[-0.03  0.15  0.15  0.27],0.0,4.154149
[-0.03 -0.05  0.16  0.61],1.0,3.50461
[-0.03  0.15  0.17  0.37],1.0,2.7829
[-0.03  0.34  0.17  0.13],0.0,1.981
[-0.02  0.14  0.18  0.48],0.0,1.09
[-0.02 -0.05  0.19  0.82],1.0,0.09999999999999998
[-0.02  0.14  0.2   0.59],0.0,-1.0
[-0.02  0.02 -0.01 -0.01],0.0,9.424317603669905
[-0.02 -0.18 -0.01  0.28],1.0,9.360352892966562
[-0.03  0.02 -0.01 -0.02],0.0,9.289280992185068
[-0.03 -0.18 -0.01  0.27],0.0,9.210312213538964
[-0.03 -0.37 -0.    0.56],1.0,9.122569126154405
[-0.04 -0.18  0.01  0.27],0.0,9.025076806838227
[-0.04 -0.37  0.02  0.57],1.0,8.91675200759803
[-0.05 -0.18  0.03  0.28],1.0,8.796391119553366
[-0.05  0.02  0.03 -0.01],0.0,8.66265679950374
[-0.05 -0.18  0.03  0.3 ],1.0,8.51406311055971
[-0.05  0.01  0.04  0.01],0.0,8.348959011733012
[-0.05 -0.18  0.04  0.32],1.0,8.165510013036679
[-0.06  0.01  0.04  0.04],0.0,7.961677792262976
[-0.06 -0.18  0.05  0.34],0.0,7.7351975469588625
[-0.06 -0.38  0.05  0.65],0.0,7.4835528299542915
[-0.07 -0.57  0.07  0.96],1.0,7.203947588838101
[-0.08 -0.38  0.08  0.69],1.0,6.893275098709001
[-0.09 -0.19  0.1   0.42],1.0,6.548083443010001
[-0.09  0.01  0.11  0.16],1.0,6.164537158900001
[-0.09  0.2   0.11 -0.09],1.0,5.738374621000001
[-0.09  0.39  0.11 -0.35],0.0,5.264860690000001
[-0.08  0.2   0.1  -0.03],0.0,4.7387341
[-0.08  0.    0.1   0.3 ],0.0,4.154149
[-0.08 -0.19  0.11  0.62],0.0,3.50461
[-0.08 -0.39  0.12  0.94],1.0,2.7829
[-0.09 -0.2   0.14  0.69],0.0,1.981
[-0.09 -0.39  0.15  1.02],1.0,1.09
[-0.1  -0.2   0.17  0.78],0.0,0.09999999999999998
[-0.1  -0.4   0.19  1.12],1.0,-1.0
[-0.   -0.01 -0.05 -0.01],0.0,9.660065301791043
[-0.   -0.21 -0.05  0.27],0.0,9.622294779767826
[-0.01 -0.4  -0.04  0.55],1.0,9.580327533075362
[-0.01 -0.2  -0.03  0.24],0.0,9.533697258972625
[-0.02 -0.4  -0.03  0.52],0.0,9.481885843302916
[-0.03 -0.59 -0.02  0.81],0.0,9.424317603669905
[-0.04 -0.79 -0.    1.1 ],0.0,9.360352892966562
[-0.05 -0.98  0.02  1.39],1.0,9.289280992185068
[-0.07 -0.79  0.05  1.1 ],1.0,9.210312213538964
[-0.09 -0.59  0.07  0.82],1.0,9.122569126154405
[-0.1  -0.4   0.09  0.55],1.0,9.025076806838227
[-0.11 -0.21  0.1   0.29],1.0,8.91675200759803
[-0.11 -0.01  0.1   0.03],1.0,8.796391119553366
[-0.11  0.18  0.1  -0.23],0.0,8.66265679950374
[-0.11 -0.02  0.1   0.1 ],0.0,8.51406311055971
[-0.11 -0.21  0.1   0.42],1.0,8.348959011733012
[-0.11 -0.02  0.11  0.16],1.0,8.165510013036679
[-0.11  0.17  0.11 -0.1 ],0.0,7.961677792262976
[-0.11 -0.02  0.11  0.23],1.0,7.7351975469588625
[-0.11  0.17  0.12 -0.03],1.0,7.4835528299542915
[-0.11  0.37  0.12 -0.28],1.0,7.203947588838101
[-0.1   0.56  0.11 -0.53],1.0,6.893275098709001
[-0.09  0.75  0.1  -0.79],1.0,6.548083443010001
[-0.07  0.95  0.08 -1.05],0.0,6.164537158900001
[-0.06  0.75  0.06 -0.73],0.0,5.738374621000001
[-0.04  0.55  0.05 -0.42],1.0,5.264860690000001
[-0.03  0.75  0.04 -0.7 ],1.0,4.7387341
[-0.01  0.94  0.03 -0.98],1.0,4.154149
[ 0.    1.14  0.01 -1.26],1.0,3.50461
[ 0.03  1.33 -0.02 -1.55],1.0,2.7829
[ 0.05  1.53 -0.05 -1.85],1.0,1.981
[ 0.08  1.72 -0.09 -2.16],0.0,1.09
[ 0.12  1.53 -0.13 -1.9 ],1.0,0.09999999999999998
[ 0.15  1.73 -0.17 -2.23],0.0,-1.0
[-0.03 -0.01 -0.    0.03],0.0,9.122569126154405
[-0.03 -0.2  -0.    0.32],0.0,9.025076806838227
[-0.04 -0.4   0.    0.62],0.0,8.91675200759803
[-0.04 -0.59  0.02  0.91],1.0,8.796391119553366
[-0.06 -0.4   0.03  0.62],1.0,8.66265679950374
[-0.06 -0.2   0.05  0.34],1.0,8.51406311055971
[-0.07 -0.01  0.05  0.06],1.0,8.348959011733012
[-0.07  0.18  0.05 -0.21],0.0,8.165510013036679
[-0.06 -0.01  0.05  0.1 ],0.0,7.961677792262976
[-0.06 -0.21  0.05  0.4 ],0.0,7.7351975469588625
[-0.07 -0.4   0.06  0.71],1.0,7.4835528299542915
[-0.08 -0.21  0.07  0.44],1.0,7.203947588838101
[-0.08 -0.01  0.08  0.17],1.0,6.893275098709001
[-0.08  0.18  0.09 -0.09],1.0,6.548083443010001
[-0.08  0.37  0.08 -0.36],0.0,6.164537158900001
[-0.07  0.18  0.08 -0.04],0.0,5.738374621000001
[-0.07 -0.02  0.08  0.28],0.0,5.264860690000001
[-0.07 -0.22  0.08  0.59],1.0,4.7387341
[-0.07 -0.02  0.09  0.33],0.0,4.154149
[-0.07 -0.22  0.1   0.65],0.0,3.50461
[-0.08 -0.41  0.11  0.97],1.0,2.7829
[-0.08 -0.22  0.13  0.72],0.0,1.981
[-0.09 -0.42  0.15  1.05],0.0,1.09
[-0.1  -0.61  0.17  1.38],0.0,0.09999999999999998
[-0.11 -0.81  0.2   1.72],1.0,-1.0
[-0.04  0.01 -0.02 -0.03],1.0,9.210312213538964
[-0.04  0.21 -0.02 -0.32],0.0,9.122569126154405
[-0.04  0.01 -0.03 -0.04],1.0,9.025076806838227
[-0.04  0.21 -0.03 -0.34],1.0,8.91675200759803
[-0.03  0.4  -0.03 -0.64],0.0,8.796391119553366
[-0.02  0.21 -0.05 -0.36],1.0,8.66265679950374
[-0.02  0.41 -0.05 -0.67],0.0,8.51406311055971
[-0.01  0.21 -0.07 -0.39],1.0,8.348959011733012
[-0.01  0.41 -0.08 -0.7 ],0.0,8.165510013036679
[ 0.    0.21 -0.09 -0.44],0.0,7.961677792262976
[ 0.    0.02 -0.1  -0.17],0.0,7.7351975469588625
[ 0.01 -0.17 -0.1   0.09],0.0,7.4835528299542915
[ 0.   -0.37 -0.1   0.35],1.0,7.203947588838101
[-0.01 -0.17 -0.09  0.02],1.0,6.893275098709001
[-0.01  0.03 -0.09 -0.3 ],1.0,6.548083443010001
[-0.01  0.22 -0.1  -0.62],0.0,6.164537158900001
[-0.    0.03 -0.11 -0.36],1.0,5.738374621000001
[-0.    0.22 -0.12 -0.68],0.0,5.264860690000001
[ 0.    0.03 -0.13 -0.43],1.0,4.7387341
[ 0.    0.23 -0.14 -0.76],0.0,4.154149
[ 0.01  0.04 -0.16 -0.52],0.0,3.50461
[ 0.01 -0.16 -0.17 -0.28],0.0,2.7829
[ 0.   -0.35 -0.17 -0.04],1.0,1.981
[-0.   -0.15 -0.17 -0.38],1.0,1.09
[-0.01  0.04 -0.18 -0.72],1.0,0.09999999999999998
[-0.01  0.24 -0.19 -1.07],1.0,-1.0
[-0.02 -0.02 -0.03  0.01],0.0,9.025076806838227
[-0.02 -0.21 -0.02  0.3 ],1.0,8.91675200759803
[-0.02 -0.02 -0.02 -0.  ],0.0,8.796391119553366
[-0.02 -0.21 -0.02  0.29],1.0,8.66265679950374
[-0.03 -0.02 -0.01 -0.01],1.0,8.51406311055971
[-0.03  0.18 -0.01 -0.31],0.0,8.348959011733012
[-0.02 -0.02 -0.02 -0.02],1.0,8.165510013036679
[-0.02  0.18 -0.02 -0.32],0.0,7.961677792262976
[-0.02 -0.02 -0.03 -0.03],0.0,7.7351975469588625
[-0.02 -0.21 -0.03  0.25],1.0,7.4835528299542915
[-0.02 -0.02 -0.02 -0.05],1.0,7.203947588838101
[-0.02  0.18 -0.02 -0.35],1.0,6.893275098709001
[-0.02  0.37 -0.03 -0.65],1.0,6.548083443010001
[-0.01  0.57 -0.04 -0.95],0.0,6.164537158900001
[-0.    0.38 -0.06 -0.67],0.0,5.738374621000001
[ 0.01  0.18 -0.08 -0.4 ],1.0,5.264860690000001
[ 0.01  0.38 -0.08 -0.72],1.0,4.7387341
[ 0.02  0.57 -0.1  -1.03],0.0,4.154149
[ 0.03  0.38 -0.12 -0.77],0.0,3.50461
[ 0.04  0.19 -0.13 -0.52],1.0,2.7829
[ 0.04  0.38 -0.14 -0.85],1.0,1.981
[ 0.05  0.58 -0.16 -1.19],0.0,1.09
[ 0.06  0.39 -0.19 -0.95],1.0,0.09999999999999998
[ 0.07  0.58 -0.2  -1.29],0.0,-1.0
[-0.05 -0.05  0.03  0.04],1.0,6.893275098709001
[-0.05  0.15  0.03 -0.24],0.0,6.548083443010001
[-0.04 -0.05  0.03  0.06],0.0,6.164537158900001
[-0.05 -0.24  0.03  0.36],0.0,5.738374621000001
[-0.05 -0.44  0.04  0.66],0.0,5.264860690000001
[-0.06 -0.63  0.05  0.97],0.0,4.7387341
[-0.07 -0.83  0.07  1.28],0.0,4.154149
[-0.09 -1.03  0.1   1.59],1.0,3.50461
[-0.11 -0.83  0.13  1.33],1.0,2.7829
[-0.13 -0.64  0.15  1.08],1.0,1.981
[-0.14 -0.45  0.18  0.84],1.0,1.09
[-0.15 -0.25  0.19  0.61],1.0,0.09999999999999998
[-0.15 -0.06  0.21  0.38],0.0,-1.0
[-0.   -0.02 -0.03 -0.04],0.0,9.799271960054593
[-0.   -0.22 -0.03  0.24],1.0,9.776968844505104
[-0.   -0.02 -0.03 -0.06],1.0,9.752187605005672
[-0.01  0.17 -0.03 -0.36],0.0,9.724652894450745
[-0.   -0.02 -0.03 -0.07],0.0,9.694058771611939
[-0.   -0.22 -0.04  0.21],1.0,9.660065301791043
[-0.01 -0.02 -0.03 -0.1 ],0.0,9.622294779767826
[-0.01 -0.21 -0.03  0.19],0.0,9.580327533075362
[-0.01 -0.41 -0.03  0.47],1.0,9.533697258972625
[-0.02 -0.21 -0.02  0.17],0.0,9.481885843302916
[-0.02 -0.41 -0.02  0.45],1.0,9.424317603669905
[-0.03 -0.21 -0.01  0.15],1.0,9.360352892966562
[-0.04 -0.02 -0.01 -0.14],1.0,9.289280992185068
[-0.04  0.18 -0.01 -0.44],0.0,9.210312213538964
[-0.03 -0.02 -0.02 -0.15],0.0,9.122569126154405
[-0.03 -0.21 -0.02  0.14],0.0,9.025076806838227
[-0.04 -0.41 -0.02  0.43],1.0,8.91675200759803
[-0.05 -0.21 -0.01  0.13],0.0,8.796391119553366
[-0.05 -0.41 -0.01  0.42],1.0,8.66265679950374
[-0.06 -0.21  0.    0.13],1.0,8.51406311055971
[-0.06 -0.02  0.01 -0.17],0.0,8.348959011733012
[-0.06 -0.21  0.    0.13],0.0,8.165510013036679
[-0.07 -0.41  0.    0.42],1.0,7.961677792262976
[-0.08 -0.21  0.01  0.13],0.0,7.7351975469588625
[-0.08 -0.41  0.02  0.43],0.0,7.4835528299542915
[-0.09 -0.6   0.02  0.73],1.0,7.203947588838101
[-0.1  -0.41  0.04  0.44],1.0,6.893275098709001
[-0.11 -0.21  0.05  0.16],1.0,6.548083443010001
[-0.11 -0.02  0.05 -0.12],0.0,6.164537158900001
[-0.11 -0.22  0.05  0.19],0.0,5.738374621000001
[-0.12 -0.41  0.05  0.5 ],0.0,5.264860690000001
[-0.13 -0.61  0.06  0.81],0.0,4.7387341
[-0.14 -0.8   0.08  1.12],1.0,4.154149
[-0.15 -0.61  0.1   0.85],0.0,3.50461
[-0.17 -0.81  0.12  1.17],1.0,2.7829
[-0.18 -0.61  0.14  0.92],1.0,1.981
[-0.19 -0.42  0.16  0.68],0.0,1.09
[-0.2  -0.62  0.17  1.01],0.0,0.09999999999999998
[-0.21 -0.81  0.19  1.36],0.0,-1.0
[ 0.02 -0.01 -0.04  0.04],1.0,8.165510013036679
[ 0.02  0.19 -0.04 -0.27],0.0,7.961677792262976
[ 0.03 -0.01 -0.04  0.02],1.0,7.7351975469588625
[ 0.03  0.19 -0.04 -0.29],0.0,7.4835528299542915
[ 0.03 -0.01 -0.05 -0.01],0.0,7.203947588838101
[ 0.03 -0.2  -0.05  0.27],0.0,6.893275098709001
[ 0.02 -0.4  -0.04  0.54],0.0,6.548083443010001
[ 0.02 -0.59 -0.03  0.82],0.0,6.164537158900001
[ 0.01 -0.79 -0.01  1.11],1.0,5.738374621000001
[-0.01 -0.59  0.01  0.81],0.0,5.264860690000001
[-0.02 -0.79  0.02  1.11],1.0,4.7387341
[-0.04 -0.59  0.05  0.82],0.0,4.154149
[-0.05 -0.79  0.06  1.13],0.0,3.50461
[-0.07 -0.98  0.09  1.44],1.0,2.7829
[-0.09 -0.79  0.11  1.17],0.0,1.981
[-0.1  -0.99  0.14  1.5 ],1.0,1.09
[-0.12 -0.79  0.17  1.25],0.0,0.09999999999999998
[-0.14 -0.99  0.19  1.59],0.0,-1.0
[ 0.   -0.04 -0.04  0.04],0.0,9.8536692588798
[ 0.   -0.23 -0.04  0.31],1.0,9.837410287644222
[-0.   -0.04 -0.04  0.01],1.0,9.819344764049134
[-0.    0.16 -0.04 -0.3 ],0.0,9.799271960054593
[ 0.   -0.03 -0.04 -0.02],0.0,9.776968844505104
[ 0.   -0.23 -0.04  0.26],0.0,9.752187605005672
[-0.   -0.42 -0.04  0.54],1.0,9.724652894450745
[-0.01 -0.23 -0.03  0.24],1.0,9.694058771611939
[-0.02 -0.03 -0.02 -0.06],1.0,9.660065301791043
[-0.02  0.16 -0.02 -0.36],0.0,9.622294779767826
[-0.01 -0.03 -0.03 -0.08],1.0,9.580327533075362
[-0.02  0.16 -0.03 -0.38],0.0,9.533697258972625
[-0.01 -0.03 -0.04 -0.1 ],0.0,9.481885843302916
[-0.01 -0.23 -0.04  0.18],1.0,9.424317603669905
[-0.02 -0.03 -0.04 -0.13],1.0,9.360352892966562
[-0.02  0.17 -0.04 -0.43],0.0,9.289280992185068
[-0.01 -0.03 -0.05 -0.15],1.0,9.210312213538964
[-0.01  0.17 -0.05 -0.46],0.0,9.122569126154405
[-0.01 -0.03 -0.06 -0.19],0.0,9.025076806838227
[-0.01 -0.22 -0.07  0.09],0.0,8.91675200759803
[-0.02 -0.42 -0.06  0.36],0.0,8.796391119553366
[-0.02 -0.61 -0.06  0.63],0.0,8.66265679950374
[-0.04 -0.8  -0.05  0.9 ],1.0,8.51406311055971
[-0.05 -0.61 -0.03  0.6 ],1.0,8.348959011733012
[-0.07 -0.41 -0.02  0.3 ],1.0,8.165510013036679
[-0.07 -0.22 -0.01 -0.  ],1.0,7.961677792262976
[-0.08 -0.02 -0.01 -0.3 ],1.0,7.7351975469588625
[-0.08  0.17 -0.02 -0.59],0.0,7.4835528299542915
[-0.07 -0.02 -0.03 -0.3 ],1.0,7.203947588838101
[-0.08  0.17 -0.03 -0.61],1.0,6.893275098709001
[-0.07  0.37 -0.05 -0.91],0.0,6.548083443010001
[-0.06  0.17 -0.06 -0.63],0.0,6.164537158900001
[-0.06 -0.02 -0.08 -0.36],0.0,5.738374621000001
[-0.06 -0.21 -0.08 -0.09],1.0,5.264860690000001
[-0.07 -0.02 -0.08 -0.41],1.0,4.7387341
[-0.07  0.18 -0.09 -0.73],1.0,4.154149
[-0.06  0.38 -0.11 -1.05],0.0,3.50461
[-0.05  0.18 -0.13 -0.79],1.0,2.7829
[-0.05  0.38 -0.14 -1.12],0.0,1.981
[-0.04  0.19 -0.17 -0.88],1.0,1.09
[-0.04  0.38 -0.18 -1.22],0.0,0.09999999999999998
[-0.03  0.19 -0.21 -0.99],0.0,-1.0
[-0.03  0.04  0.02 -0.04],1.0,7.7351975469588625
[-0.03  0.24  0.02 -0.32],1.0,7.4835528299542915
[-0.02  0.43  0.01 -0.61],0.0,7.203947588838101
[-0.02  0.24  0.   -0.31],1.0,6.893275098709001
[-0.01  0.43 -0.   -0.6 ],1.0,6.548083443010001
[-0.    0.63 -0.02 -0.9 ],1.0,6.164537158900001
[ 0.01  0.82 -0.03 -1.2 ],0.0,5.738374621000001
[ 0.03  0.63 -0.06 -0.92],0.0,5.264860690000001
[ 0.04  0.44 -0.08 -0.64],1.0,4.7387341
[ 0.05  0.63 -0.09 -0.96],0.0,4.154149
[ 0.06  0.44 -0.11 -0.69],0.0,3.50461
[ 0.07  0.24 -0.12 -0.44],1.0,2.7829
[ 0.07  0.44 -0.13 -0.77],1.0,1.981
[ 0.08  0.64 -0.15 -1.1 ],1.0,1.09
[ 0.1   0.83 -0.17 -1.43],0.0,0.09999999999999998
[ 0.11  0.64 -0.2  -1.2 ],1.0,-1.0
[-0.03  0.02  0.    0.01],1.0,8.165510013036679
[-0.03  0.22  0.   -0.28],0.0,7.961677792262976
[-0.03  0.02 -0.    0.01],0.0,7.7351975469588625
[-0.03 -0.17 -0.    0.31],1.0,7.4835528299542915
[-0.03  0.02  0.    0.01],1.0,7.203947588838101
[-0.03  0.22  0.   -0.28],1.0,6.893275098709001
[-0.02  0.41 -0.   -0.57],1.0,6.548083443010001
[-0.02  0.61 -0.01 -0.86],0.0,6.164537158900001
[-0.    0.41 -0.03 -0.58],1.0,5.738374621000001
[ 0.    0.61 -0.04 -0.88],1.0,5.264860690000001
[ 0.02  0.8  -0.06 -1.18],0.0,4.7387341
[ 0.03  0.61 -0.08 -0.91],0.0,4.154149
[ 0.04  0.41 -0.1  -0.64],1.0,3.50461
[ 0.05  0.61 -0.11 -0.97],0.0,2.7829
[ 0.07  0.42 -0.13 -0.71],1.0,1.981
[ 0.07  0.61 -0.15 -1.04],1.0,1.09
[ 0.09  0.81 -0.17 -1.38],1.0,0.09999999999999998
[ 0.1   1.01 -0.2  -1.72],0.0,-1.0
[ 0.03 -0.02  0.03 -0.01],1.0,9.481885843302916
[ 0.03  0.17  0.03 -0.29],1.0,9.424317603669905
[ 0.04  0.37  0.02 -0.57],0.0,9.360352892966562
[ 0.05  0.17  0.01 -0.28],1.0,9.289280992185068
[ 0.05  0.37  0.   -0.57],0.0,9.210312213538964
[ 0.06  0.17 -0.01 -0.27],1.0,9.122569126154405
[ 0.06  0.37 -0.01 -0.57],1.0,9.025076806838227
[ 0.07  0.56 -0.02 -0.86],0.0,8.91675200759803
[ 0.08  0.37 -0.04 -0.58],0.0,8.796391119553366
[ 0.09  0.17 -0.05 -0.3 ],0.0,8.66265679950374
[ 0.09 -0.02 -0.06 -0.02],1.0,8.51406311055971
[ 0.09  0.17 -0.06 -0.34],0.0,8.348959011733012
[ 0.09 -0.02 -0.07 -0.06],1.0,8.165510013036679
[ 0.09  0.18 -0.07 -0.37],1.0,7.961677792262976
[ 0.09  0.37 -0.08 -0.69],0.0,7.7351975469588625
[ 0.1   0.18 -0.09 -0.42],0.0,7.4835528299542915
[ 0.11 -0.02 -0.1  -0.16],0.0,7.203947588838101
[ 0.11 -0.21 -0.1   0.1 ],1.0,6.893275098709001
[ 0.1  -0.01 -0.1  -0.22],0.0,6.548083443010001
[ 0.1  -0.21 -0.1   0.04],1.0,6.164537158900001
[ 0.1  -0.01 -0.1  -0.28],1.0,5.738374621000001
[ 0.1   0.19 -0.11 -0.61],1.0,5.264860690000001
[ 0.1   0.38 -0.12 -0.93],0.0,4.7387341
[ 0.11  0.19 -0.14 -0.68],0.0,4.154149
[ 0.11 -0.   -0.15 -0.43],0.0,3.50461
[ 0.11 -0.2  -0.16 -0.19],1.0,2.7829
[ 0.11  0.   -0.16 -0.53],1.0,1.981
[ 0.11  0.2  -0.18 -0.87],0.0,1.09
[ 0.11  0.01 -0.19 -0.64],0.0,0.09999999999999998
[ 0.11 -0.19 -0.21 -0.41],0.0,-1.0
[ 0.01  0.    0.02 -0.05],1.0,7.7351975469588625
[ 0.01  0.2   0.01 -0.33],0.0,7.4835528299542915
[ 0.02  0.    0.01 -0.04],0.0,7.203947588838101
[ 0.02 -0.19  0.01  0.26],0.0,6.893275098709001
[ 0.01 -0.39  0.01  0.55],0.0,6.548083443010001
[ 0.01 -0.58  0.02  0.85],0.0,6.164537158900001
[-0.01 -0.78  0.04  1.15],1.0,5.738374621000001
[-0.02 -0.58  0.06  0.87],0.0,5.264860690000001
[-0.03 -0.78  0.08  1.18],1.0,4.7387341
[-0.05 -0.59  0.1   0.91],1.0,4.154149
[-0.06 -0.39  0.12  0.66],0.0,3.50461
[-0.07 -0.59  0.14  0.98],1.0,2.7829
[-0.08 -0.4   0.15  0.74],1.0,1.981
[-0.09 -0.2   0.17  0.5 ],0.0,1.09
[-0.09 -0.4   0.18  0.84],0.0,0.09999999999999998
[-0.1  -0.6   0.2   1.18],1.0,-1.0
[-0.02 -0.01 -0.05  0.03],0.0,7.7351975469588625
[-0.02 -0.21 -0.05  0.31],0.0,7.4835528299542915
[-0.03 -0.4  -0.04  0.59],1.0,7.203947588838101
[-0.03 -0.2  -0.03  0.28],0.0,6.893275098709001
[-0.04 -0.4  -0.03  0.56],1.0,6.548083443010001
[-0.05 -0.2  -0.01  0.26],1.0,6.164537158900001
[-0.05 -0.01 -0.01 -0.03],0.0,5.738374621000001
[-0.05 -0.2  -0.01  0.26],0.0,5.264860690000001
[-0.06 -0.4  -0.    0.54],0.0,4.7387341
[-0.06 -0.59  0.01  0.84],0.0,4.154149
[-0.07 -0.79  0.02  1.13],0.0,3.50461
[-0.09 -0.98  0.05  1.43],0.0,2.7829
[-0.11 -1.18  0.07  1.74],0.0,1.981
[-0.13 -1.38  0.11  2.05],1.0,1.09
[-0.16 -1.18  0.15  1.8 ],1.0,0.09999999999999998
[-0.19 -0.99  0.19  1.55],0.0,-1.0
[ 0.03  0.   -0.04  0.03],0.0,8.796391119553366
[ 0.03 -0.19 -0.04  0.31],1.0,8.66265679950374
[ 0.03  0.   -0.03  0.  ],1.0,8.51406311055971
[ 0.03  0.2  -0.03 -0.3 ],1.0,8.348959011733012
[ 0.03  0.39 -0.04 -0.6 ],0.0,8.165510013036679
[ 0.04  0.2  -0.05 -0.32],1.0,7.961677792262976
[ 0.04  0.39 -0.06 -0.63],0.0,7.7351975469588625
[ 0.05  0.2  -0.07 -0.36],1.0,7.4835528299542915
[ 0.06  0.4  -0.08 -0.67],0.0,7.203947588838101
[ 0.06  0.2  -0.09 -0.4 ],0.0,6.893275098709001
[ 0.07  0.01 -0.1  -0.14],0.0,6.548083443010001
[ 0.07 -0.18 -0.1   0.12],0.0,6.164537158900001
[ 0.06 -0.38 -0.1   0.38],1.0,5.738374621000001
[ 0.06 -0.18 -0.09  0.06],1.0,5.264860690000001
[ 0.05  0.01 -0.09 -0.26],1.0,4.7387341
[ 0.05  0.21 -0.1  -0.58],1.0,4.154149
[ 0.06  0.41 -0.11 -0.9 ],0.0,3.50461
[ 0.07  0.21 -0.12 -0.64],1.0,2.7829
[ 0.07  0.41 -0.14 -0.97],1.0,1.981
[ 0.08  0.61 -0.16 -1.31],0.0,1.09
[ 0.09  0.41 -0.18 -1.07],1.0,0.09999999999999998
[ 0.1   0.61 -0.2  -1.41],1.0,-1.0
[ 0.05 -0.02 -0.01  0.03],0.0,8.91675200759803
[ 0.05 -0.22 -0.01  0.32],1.0,8.796391119553366
[ 0.04 -0.02 -0.    0.03],1.0,8.66265679950374
[ 0.04  0.17  0.   -0.27],0.0,8.51406311055971
[ 0.05 -0.02 -0.    0.03],1.0,8.348959011733012
[ 0.05  0.17 -0.   -0.27],0.0,8.165510013036679
[ 0.05 -0.02 -0.01  0.02],0.0,7.961677792262976
[ 0.05 -0.22 -0.01  0.31],1.0,7.7351975469588625
[ 0.05 -0.02 -0.    0.02],0.0,7.4835528299542915
[ 0.05 -0.22 -0.    0.31],1.0,7.203947588838101
[ 0.04 -0.02  0.    0.02],1.0,6.893275098709001
[ 0.04  0.17  0.   -0.28],1.0,6.548083443010001
[ 0.04  0.37 -0.   -0.57],1.0,6.164537158900001
[ 0.05  0.56 -0.01 -0.86],1.0,5.738374621000001
[ 0.06  0.76 -0.03 -1.16],0.0,5.264860690000001
[ 0.08  0.56 -0.05 -0.87],1.0,4.7387341
[ 0.09  0.76 -0.07 -1.18],0.0,4.154149
[ 0.1   0.56 -0.09 -0.91],0.0,3.50461
[ 0.12  0.37 -0.11 -0.65],1.0,2.7829
[ 0.12  0.57 -0.13 -0.98],1.0,1.981
[ 0.13  0.76 -0.15 -1.31],1.0,1.09
[ 0.15  0.96 -0.17 -1.64],0.0,0.09999999999999998
[ 0.17  0.77 -0.2  -1.41],1.0,-1.0
[-0.01 -0.01 -0.05  0.01],0.0,8.796391119553366
[-0.01 -0.21 -0.05  0.29],1.0,8.66265679950374
[-0.01 -0.01 -0.04 -0.02],0.0,8.51406311055971
[-0.01 -0.21 -0.04  0.26],1.0,8.348959011733012
[-0.01 -0.01 -0.04 -0.05],1.0,8.165510013036679
